XgBoostRegLin_Depth7,Keras,XGBoost
3.54185533524,2.66752481461,3.86339688301
6.10410451889,6.3102388382,6.12520647049
6.46724271774,6.98051309586,6.45484781265
6.55149269104,6.53722906113,6.43451404572
6.38473939896,7.60864305496,6.52872419357
6.86871957779,7.92730474472,6.85909795761
6.27116775513,6.59764385223,5.98360729218
7.0336728096,7.75984334946,7.1822886467
4.87827301025,6.25273656845,4.88996744156
6.85032558441,7.8508310318,6.80637693405
7.5423951149,7.91981315613,7.51123380661
5.63816738129,7.18039703369,5.74945211411
3.80517411232,3.42284178734,3.96068429947
7.24575138092,7.6657500267,7.19069719315
5.25692462921,4.41387939453,5.37413454056
6.88786649704,8.04630088806,6.7221493721
5.67994165421,6.09920358658,5.51766681671
7.22325944901,6.46080970764,7.00621175766
7.18302202225,7.73702049255,7.27285861969
4.03029727936,2.7994222641,4.11396598816
7.32789611816,7.89948034286,7.42460680008
7.19905471802,7.93197202682,7.26576328278
7.64499998093,7.95262050629,7.53135967255
7.47280740738,7.88581371307,7.32017230988
6.1079916954,6.47182178497,6.32696771622
5.83365058899,6.54772949219,5.76799678802
7.25450563431,7.93208742142,7.28359174728
7.36016607285,8.18635749817,7.41392040253
4.00933074951,5.52942848206,4.23390197754
6.27916002274,7.81692123413,6.55518054962
5.78465509415,7.5041475296,6.03337144852
2.83797693253,2.59318304062,2.52003765106
4.6854763031,5.13317775726,4.48880290985
7.80778646469,7.81583738327,7.77164030075
2.93282151222,2.70699548721,2.7685136795
3.05138015747,3.56665539742,2.94202280045
7.42928361893,8.01667881012,7.48606586456
6.46327733994,7.50559139252,6.64483499527
4.91359519958,5.20193433762,4.95116186142
7.72852087021,7.96158790588,7.76890182495
2.90531611443,2.43063735962,3.21192622185
4.185131073,4.76385211945,4.30452823639
7.07974052429,7.2579870224,7.37595510483
7.60091495514,7.84720611572,7.49990463257
3.89704990387,6.20004320145,4.41398000717
2.81040716171,2.60285615921,2.86962294579
7.75615358353,8.00361442566,7.81742858887
5.26195144653,4.19682979584,5.26754045486
6.91132450104,7.95808935165,7.13744449615
5.79090690613,6.64251327515,5.72117424011
7.00475978851,7.62488031387,6.81008529663
5.27782011032,4.93684911728,5.57447147369
6.43185138702,7.88524580002,6.63635587692
6.99887228012,7.83892345428,6.83045721054
5.88843917847,6.14174509048,6.02243280411
5.0323548317,6.57631492615,5.03754138947
5.08541440964,4.85612869263,4.92547082901
6.7142162323,7.13533830643,6.78381204605
7.6002240181,8.01766872406,7.55183458328
4.0125451088,3.84551310539,4.01876163483
4.71767759323,4.94185256958,4.78441762924
4.79955291748,4.23820209503,4.24082946777
5.34810686111,5.74370098114,5.24482965469
5.1906414032,2.86963510513,5.3939447403
4.61807918549,4.6103811264,4.64215898514
4.91036081314,5.41570901871,5.16118240356
6.0611782074,6.70453977585,6.04549360275
6.24091339111,6.3184709549,5.84661817551
6.80168867111,7.16962575912,6.91480112076
6.80896234512,7.22901439667,6.86414766312
7.23357248306,7.92429351807,7.40101051331
3.53133654594,2.27633285522,3.3578209877
6.4009642601,7.59235668182,6.428565979
3.30012917519,1.77401542664,3.51034665108
6.21668863297,7.03057146072,6.08949565887
7.90061807632,8.12055873871,8.08626747131
5.4922170639,6.12814807892,5.47786521912
3.4191737175,4.20681476593,3.70916700363
6.0869307518,7.26445627213,6.14232444763
4.48044300079,3.68172931671,4.62597608566
7.3850402832,7.8082652092,7.34667253494
4.34844589233,5.17799186707,4.57500171661
3.58014917374,3.00279116631,3.29990720749
3.77411651611,4.11606216431,3.78062796593
5.45232057571,5.98333358765,5.38319444656
2.47553658485,2.80924749374,2.40191483498
7.15026712418,7.91962432861,7.02344942093
6.81028079987,7.63937330246,6.90378379822
4.72288656235,5.53400754929,4.78280973434
1.29823696613,0.621997356415,0.800428509712
5.58037757874,6.20941591263,5.41613912582
5.53940200806,5.69639396667,5.01843976974
3.50647974014,3.1590218544,3.69067597389
7.6804265976,8.00598526001,7.41195631027
3.47116923332,2.52015066147,3.40514612198
5.92242336273,6.87892198563,5.81276988983
4.52397346497,5.58388996124,4.61564826965
5.13632678986,6.07006835938,5.45707654953
4.59505605698,3.35061693192,4.41550064087
5.35940790176,5.54448461533,5.47378587723
7.34718322754,8.01348114014,7.32529211044
5.39483690262,4.96642303467,5.2748503685
6.30527877808,7.00332307816,6.48927259445
2.69237780571,2.23355197906,2.89412689209
6.3132019043,7.36664676666,6.25978517532
7.79316711426,7.97053527832,7.8824877739
6.84277009964,7.91572570801,6.77327013016
3.98985719681,1.88877534866,3.74272155762
5.06324481964,6.23984146118,5.06854104996
6.65104341507,8.04248428345,6.77717113495
7.134786129,7.91055107117,7.08632230759
4.00211572647,4.6994342804,4.55184650421
5.31993770599,6.23444747925,5.20755386353
6.87713336945,7.66989421844,6.88898038864
7.40503358841,7.95165777206,7.50830411911
6.94706439972,7.3822722435,6.54256868362
7.73079061508,7.98679685593,7.46281671524
5.5318236351,5.80488777161,5.40711545944
4.92204618454,5.42547178268,4.85569763184
6.95260334015,7.4548368454,7.05380582809
6.59725046158,4.81386089325,6.64869689941
5.8726940155,7.02078008652,5.7179980278
6.83747577667,7.70728588104,7.02856636047
7.06760406494,8.01493835449,7.07006454468
5.72533655167,6.09210014343,5.30161428452
4.06758308411,5.01757001877,4.18634080887
7.14177131653,6.99062490463,7.13037014008
7.5155749321,7.99712562561,7.64428091049
7.14852333069,7.8218998909,7.01867961884
7.61798906326,8.08228302002,7.60395145416
6.90997600555,7.8994884491,7.05442667007
4.77186441422,5.78047657013,4.77948236465
5.93307638168,6.43535041809,5.91998815536
6.81426477432,7.97092819214,7.00492525101
4.07547712326,4.97945261002,4.13968276978
5.62848854065,5.60816335678,5.5528345108
7.37459373474,7.96494960785,7.3083896637
