LogisticRegression,XgBoostRegLin,XgBoostRegLin_Depth8,XgBoostRegLin_Depth7,Keras,XGBoost,Keras2
8,7.75870656967,7.59525251389,7.50132799149,7.79906320572,7.36546802521,7.89331817627
4,4.06961011887,3.95155501366,3.86705446243,4.52288722992,4.27771282196,3.67321205139
8,7.28285455704,7.1180100441,7.08205747604,7.63721084595,7.08141899109,7.86762285233
8,7.86554956436,7.95802545547,7.88919448853,7.82119607925,7.89362812042,8.00129699707
8,7.25786828995,7.27552127838,7.32338476181,7.69076871872,7.31602287292,7.77987861633
8,7.36306476593,7.14429712296,6.95165634155,6.92051315308,6.84887456894,7.36814451218
8,7.709004879,7.64689159393,7.60950136185,7.82121515274,7.79522800446,7.95615959167
6,4.86300897598,5.2445025444,5.34398651123,5.911257267,5.2837471962,6.31579589844
8,7.61169052124,7.49752140045,7.41494607925,7.79535198212,7.30139160156,7.8909444809
5,3.79340076447,4.58034992218,4.83290815353,4.8471288681,5.03050851822,5.34113931656
6,5.54060077667,5.15594959259,5.08451318741,5.74601173401,5.04389858246,5.90615224838
6,2.8003616333,2.95473241806,3.23833179474,5.08576393127,3.54226183891,4.71400642395
7,6.71409034729,6.56604146957,6.53497934341,6.83556079865,6.51051235199,7.04973983765
1,2.67376184464,2.74165153503,2.76176309586,2.82809400558,2.6788008213,2.64217805862
8,7.2835111618,7.03663682938,7.36298179626,7.80298566818,6.37212657928,8.01386070251
5,5.00809335709,5.09673213959,5.11254501343,5.21763038635,5.14499902725,4.77023220062
8,7.0740776062,7.08807611465,6.95740365982,7.59986114502,6.82920789719,7.47862577438
8,7.30094766617,7.46859455109,7.45688056946,7.76142024994,7.41384363174,7.66033029556
6,2.03345608711,2.07140398026,2.05697655678,2.08572530746,2.04349422455,2.38320589066
8,7.57386541367,7.5970621109,7.63838529587,7.81250476837,7.47240066528,7.95607423782
8,7.48349666595,7.56386232376,7.5891251564,7.81394100189,7.5751991272,7.88447809219
6,4.97669887543,5.05811691284,5.03849220276,5.46973514557,4.867852211,5.60835361481
5,3.26755523682,3.29775476456,3.228733778,2.6005153656,3.16668772697,2.81377792358
8,7.01073026657,7.133436203,7.05937147141,7.74987125397,7.16948461533,7.8619852066
8,5.55271911621,5.55335617065,5.64683198929,5.63570070267,5.52798891068,5.59389877319
8,6.31500148773,6.28356218338,6.14535570145,6.6464138031,6.20321178436,6.90903186798
8,6.03927707672,5.96613883972,5.76904535294,6.47941017151,5.88610649109,6.35855531693
8,7.19914293289,7.08255815506,7.03616905212,7.78175544739,7.02961826324,7.95169305801
6,6.5656337738,6.43171787262,6.47384977341,6.45461082458,6.44315767288,7.30431938171
6,6.08860063553,6.19015026093,6.28814029694,5.78711891174,6.44100666046,6.1792345047
4,3.88835310936,3.87994194031,3.93654584885,4.52043437958,4.04060697556,4.39611339569
7,5.81117105484,5.41729784012,5.43693733215,5.27464866638,5.29862737656,5.69668245316
