LogisticRegression,XgBoostRegLin,XgBoostRegLin_Depth8,XgBoostRegLin_Depth7,Keras,XGBoost,Keras2
8,7.68273544312,7.73775243759,7.53293657303,7.83466911316,7.33584737778,7.68685626984
4,4.03505897522,3.87945246696,3.7579395771,4.50760650635,3.64299058914,4.18735933304
8,7.3819475174,7.23771333694,7.1714425087,7.85604286194,7.10589027405,7.68452548981
8,7.95548725128,7.86302995682,7.8383026123,7.95713806152,7.90654563904,7.89192295074
8,7.0195646286,7.09177875519,7.2238574028,7.83979225159,7.18871688843,7.71754932404
8,7.1840929985,6.80707740784,6.88622093201,7.59131669998,6.83792924881,7.56397294998
8,7.5781121254,7.65830898285,7.67150163651,7.9190659523,7.743475914,7.78659391403
6,4.62681722641,5.0460896492,5.20907688141,6.65173625946,5.33730077744,6.21400928497
8,7.19074487686,7.36095666885,7.29778337479,7.87241506577,7.2125453949,7.69540786743
5,3.54290509224,4.61089944839,4.87165260315,5.38218641281,4.78481817245,5.51275014877
6,5.05949449539,4.82126045227,4.63896369934,5.36746406555,4.86094999313,4.58320379257
6,2.58229732513,2.94382357597,3.17708849907,5.09549093246,3.24558949471,5.06664276123
7,6.64781522751,6.46820497513,6.48492622375,6.92890930176,6.51826334,7.0104265213
1,2.97012758255,2.93824005127,2.82447075844,2.77665376663,2.88515782356,2.83689808846
8,7.11859798431,6.96411705017,6.86873960495,7.89387464523,5.94611930847,7.85292577744
5,5.16811418533,5.06850576401,4.97866821289,5.67382717133,5.09844827652,5.27257156372
8,6.77417993546,6.7789888382,6.65237855911,7.69380426407,6.68712186813,7.6752576828
8,7.52314805984,7.48484230042,7.52436208725,7.8664264679,7.63740873337,7.70362186432
1,2.08194184303,1.98562538624,1.872590065,1.91188049316,1.87217748165,1.95644521713
8,7.61824989319,7.6140871048,7.55657434464,7.9198551178,7.42124891281,7.80839920044
8,7.59968566895,7.63873195648,7.62370491028,7.91072368622,7.65894794464,7.73368644714
6,4.81104516983,4.736577034,4.73449754715,5.42319822311,4.77766561508,5.74519252777
5,3.33389878273,3.26972150803,3.11057591438,2.77903175354,3.0768737793,2.99231076241
8,7.15816259384,7.11651182175,7.17946767807,7.7927274704,7.17814922333,7.7615404129
8,5.69387102127,5.52823734283,5.61085414886,5.83277416229,5.57556867599,5.96726846695
8,6.50332212448,6.45618629456,6.33779239655,6.9806303978,6.22130870819,6.77841854095
8,5.6022901535,5.71327114105,5.68001461029,7.0153260231,5.88104438782,7.00531339645
8,7.05255174637,6.99384355545,6.96598148346,7.88520860672,7.02261638641,7.78683805466
6,6.23323345184,6.32336950302,6.23897314072,6.98627376556,6.00608873367,6.96423721313
6,6.15456008911,6.27730751038,6.25636863708,6.41241502762,6.31462574005,6.56038379669
4,4.08814620972,4.00811290741,4.06298112869,4.74705410004,4.13892221451,4.81295537949
7,5.7937669754,5.40828704834,5.41750955582,5.20742511749,5.60224819183,5.96442174911
7,5.58520364761,5.62951469421,5.62774801254,6.40707969666,5.80856323242,6.707924366
7,4.3860039711,4.42454051971,4.15255403519,5.39316225052,4.08203411102,5.33762693405
6,3.24054837227,3.87669205666,4.3531255722,4.90795612335,4.41654586792,5.05176734924
7,6.7666516304,6.52427768707,6.56432628632,7.04282426834,6.22970151901,7.08856678009
8,7.5315990448,7.09979343414,7.06718349457,7.88473558426,6.66466617584,7.75331449509
8,5.739777565,6.05909585953,6.07442331314,6.92111444473,5.87494325638,6.9012799263
1,1.20747089386,1.11185741425,1.28032958508,0.4623503685,1.15635728836,0.905247211456
2,5.1582493782,4.56167125702,4.39282989502,4.55386972427,4.10827255249,3.75154137611
8,5.75771617889,5.69814872742,5.69924640656,6.65684890747,5.94177722931,7.18325996399
1,4.34984207153,4.59830522537,4.74348592758,5.16733789444,3.91084504128,5.07702922821
2,3.91167068481,3.78286981583,3.19121003151,3.17015361786,3.176902771,2.74485135078
8,6.49101114273,6.13552427292,6.01745700836,7.40509033203,5.98171663284,6.93260383606
6,2.67282819748,3.62544846535,3.83358287811,4.66765832901,4.19187068939,5.17797660828
1,6.3559179306,5.87590742111,6.04248952866,6.13083076477,6.26637744904,6.1125831604
6,5.62209796906,5.63964700699,5.73471546173,5.88167667389,5.5969877243,5.64731931686
8,6.95842027664,6.71818637848,6.65089845657,7.54022693634,6.66446018219,7.28025102615
8,5.1046204567,5.15403604507,5.18041467667,5.60494947433,5.23768854141,5.77885484695
8,4.01342201233,4.18429088593,4.4405002594,7.22462511063,4.95751905441,7.4372344017
8,5.97976493835,6.0523853302,6.19786500931,7.07718801498,6.07451057434,6.92323541641
5,5.79908514023,5.70832443237,5.65064907074,6.13899230957,5.4002828598,6.4649066925
6,5.23380756378,5.1221575737,5.03780412674,4.4268450737,5.06123209,4.77371263504
1,3.05682897568,2.43971538544,2.46195292473,2.14784622192,2.07434439659,2.41189670563
7,6.38101911545,6.33295869827,6.3012213707,6.95437049866,5.86495018005,6.37872695923
8,5.0520401001,4.9839630127,5.06542491913,5.69788074493,5.21237945557,5.84159755707
6,4.11109113693,4.88187885284,5.10810089111,5.38436889648,5.10006141663,6.04539108276
6,6.04122543335,6.00301456451,5.90402460098,6.31060791016,5.64282369614,5.95158481598
