XgBoostRegLin_Depth7,Keras,XGBoost
3.9659922123,2.6935634613,4.32218837738
5.9524140358,6.24258947372,6.10518836975
6.21296358109,6.34318304062,6.3047914505
6.25690078735,6.67517375946,6.16824674606
6.53010082245,7.25483417511,6.72660684586
6.73291397095,7.93407535553,6.74348640442
6.07262420654,6.0880188942,5.9902472496
7.06927490234,8.04027748108,7.02422332764
4.89557886124,5.94590854645,4.84734153748
6.89859867096,7.92380619049,6.97716093063
7.50152683258,8.08485889435,7.52840805054
6.10683393478,7.779276371,6.07040309906
4.00192785263,3.06891942024,3.9610247612
7.31608915329,7.98683357239,7.36322116852
5.37338495255,5.67101097107,5.34077692032
6.88710546494,7.95656967163,6.77268409729
6.10957050323,6.17246055603,5.56829833984
7.05586624146,6.49163484573,6.94748306274
7.21796178818,7.57352161407,7.20972585678
4.10038232803,3.20292663574,4.18843078613
7.20890140533,7.97403097153,7.37781667709
7.25788974762,7.98052167892,7.15489864349
7.65800905228,8.03198814392,7.46058368683
7.57261323929,7.96861839294,7.59293651581
5.89107847214,6.25648164749,6.16676807404
5.84956693649,6.69307947159,6.18159389496
7.05030488968,8.02651786804,7.08177042007
7.62811517715,7.91818714142,7.191365242
4.12122058868,5.43325328827,4.12979221344
6.55811405182,8.07634735107,6.46222305298
5.91891145706,7.9331202507,5.91295337677
2.71540093422,2.6226773262,2.62286424637
4.49331474304,5.20310306549,4.65864753723
7.94699382782,8.016954422,7.91581010818
2.79050683975,2.69294691086,2.78077101707
2.92315101624,3.93842768669,2.94122481346
7.51369524002,8.0174407959,7.53775262833
6.26348972321,7.87591934204,6.45569849014
4.80648803711,5.61620998383,4.89737558365
7.63045358658,8.10605335236,7.71040248871
3.06115984917,2.46192884445,2.96012783051
4.06937122345,4.57779979706,4.31488895416
7.60099744797,7.62366104126,7.32544231415
7.51141643524,7.94758987427,7.49427175522
4.27673339844,6.42509889603,4.70064973831
2.86285042763,2.84482192993,2.61193346977
7.88202142715,8.11141872406,7.87478113174
5.45217752457,6.51087188721,5.41655254364
7.59379673004,7.99493169785,7.22795724869
5.54616451263,6.29356241226,5.8762345314
7.09402036667,7.87058639526,6.89535903931
4.99885463715,5.42838478088,5.36272144318
