LogisticRegression,XgBoostRegLin,XgBoostRegLin_Depth8,XgBoostRegLin_Depth7
4,4.82904291153,4.72360563278,4.98937797546
2,4.06291484833,4.09870386124,4.12201118469
8,7.20221376419,7.4108376503,7.25543022156
6,4.50562047958,4.35856723785,4.47677612305
6,5.6416144371,5.69836521149,5.84675121307
8,7.11587953568,6.72411680222,6.67309951782
7,3.27382898331,3.54981708527,3.55810594559
5,5.44136714935,5.18021774292,5.10647535324
8,7.58035326004,7.57108640671,7.45145273209
8,6.2279214859,6.52126121521,6.611328125
8,7.34738922119,7.28113937378,7.22757768631
8,5.36645412445,5.16379404068,4.97447824478
5,3.73278093338,4.25293636322,4.30588817596
5,5.0489115715,5.37527704239,5.41715335846
8,7.7513885498,7.67978954315,7.6359910965
8,4.74019241333,5.65300893784,5.90129995346
8,7.15580844879,7.27655172348,7.20825958252
1,4.64109611511,4.7847328186,4.80208492279
7,4.19990968704,4.86369514465,5.24087667465
1,4.45598316193,4.08987426758,3.85104084015
8,7.4167971611,7.07594013214,7.11207866669
8,7.43025302887,7.31301736832,7.40766572952
8,7.65130186081,7.52177238464,7.52272176743
8,7.12242794037,7.04262495041,7.01934766769
8,7.87452936172,7.91639566422,7.91010951996
6,6.38045835495,6.18285036087,6.35222530365
1,2.42708301544,2.87775087357,3.12269568443
7,7.1220741272,6.97083950043,6.89649391174
8,7.67238092422,7.60094261169,7.62849569321
1,2.02140569687,2.2756357193,2.53186988831
8,7.05237054825,6.88827466965,6.74085426331
8,6.57344961166,6.74620389938,6.83039236069
7,3.09280896187,3.63593220711,3.93009710312
8,5.3929104805,5.47830915451,5.44486379623
8,7.1241774559,6.75025510788,6.71367788315
6,3.60416340828,4.31547546387,5.08657693863
6,5.23235225677,5.07297420502,4.74775648117
8,6.76873826981,6.75652503967,6.63967561722
5,4.67568922043,4.59358930588,4.67495012283
4,2.97459292412,3.06571936607,3.04835510254
6,2.55231261253,2.76850533485,3.0323882103
2,1.58553993702,1.83273351192,2.02631902695
2,2.27642178535,2.54299354553,2.80698823929
4,4.01230955124,3.97407388687,3.99302387238
8,7.41232156754,7.35384845734,7.42837953568
8,7.47414922714,7.53033018112,7.45096826553
3,2.13110780716,2.48746919632,2.47732257843
1,2.68443799019,2.99825668335,3.23077917099
8,6.31749486923,6.08991336823,6.19885969162
8,7.04990100861,6.7200088501,6.71396303177
8,7.70024824142,7.50683021545,7.54326343536
8,7.58984899521,7.37667322159,7.23487472534
8,7.68998670578,7.5778594017,7.54443883896
8,6.40436697006,6.89575004578,6.98067903519
8,7.30698680878,7.08792304993,7.12308502197
8,4.62643718719,5.02035140991,5.09850502014
8,6.97545671463,6.73746824265,6.88091850281
6,6.98976182938,7.04157876968,7.03763580322
7,4.21738100052,5.03781270981,5.16570234299
8,7.16597223282,7.3165102005,7.34831237793
6,5.2498755455,5.05086135864,4.63479042053
6,6.69545221329,6.3522310257,6.26369094849
8,7.69337797165,7.25277090073,7.155564785
8,5.04826164246,5.9817814827,6.07050514221
8,7.6129193306,7.4226307869,7.39437055588
8,7.10769605637,6.77926397324,6.58453845978
4,3.17152929306,3.45153474808,3.82654380798
6,6.96054029465,6.89472293854,7.00000429153
6,4.37537002563,5.03134012222,5.06882762909
8,7.12515544891,6.89367818832,6.96066617966
6,6.93540620804,6.63165283203,6.46560239792
8,6.83007526398,6.76308917999,6.68758583069
1,0.965469658375,0.802408337593,0.554377257824
8,7.08701515198,6.91209745407,6.97396087646
8,7.82141447067,7.74503660202,7.8321723938
2,2.14583945274,2.56968092918,2.49392271042
5,4.65157032013,4.55607461929,4.57137489319
6,2.61919379234,2.87218117714,3.25201249123
8,7.45347595215,7.43887615204,7.40361118317
6,5.65726613998,5.57443714142,5.60280561447
5,4.72681570053,4.39216327667,4.0001244545
8,7.59647321701,7.55270957947,7.54909944534
5,6.43097496033,6.38457298279,6.32612276077
6,6.03636217117,5.99793243408,6.06211423874
7,5.95845651627,6.05301189423,6.05346250534
1,0.953151106834,1.04753851891,1.14509773254
8,6.15490436554,6.13734912872,5.9332909584
8,6.80536699295,6.5025844574,6.38986444473
8,5.82730340958,5.88580274582,5.90509939194
6,5.97213220596,5.61300420761,5.62529611588
1,2.98745417595,2.9453458786,2.77737164497
8,4.92331886292,5.546438694,5.96034765244
8,6.60977840424,6.46318912506,6.61622571945
8,7.91378068924,7.78672599792,7.67403841019
5,4.08784675598,4.10158729553,4.02761363983
7,3.88461327553,4.84331655502,4.71131515503
8,7.82944726944,7.82271289825,7.82434654236
6,6.19040775299,6.23551988602,6.23792219162
1,5.85117340088,5.44137859344,5.45665454865
8,7.47572517395,7.48747301102,7.4425740242
8,5.98077201843,5.77255725861,5.85246753693
8,7.6758928299,7.76777935028,7.74857759476
8,5.60340881348,5.62587690353,5.50218009949
