XgBoostRegLin_Depth7,Keras,XGBoost,Keras2
4.20215892792,2.66604757309,4.18825149536,1.78379583359
6.02484226227,6.43245840073,6.17636346817,6.7003903389
6.13255643845,6.35657215118,6.0763463974,6.79646492004
6.30236625671,7.0505399704,6.15044593811,7.14226579666
6.52769613266,7.15581560135,6.65095233917,7.19229507446
6.70256233215,7.78438568115,6.68446016312,7.80080509186
5.97899389267,5.78614521027,6.15790700912,5.93994522095
7.11810827255,7.78907299042,7.26590538025,7.83748197556
4.95374441147,5.97232246399,5.02946233749,5.95427894592
6.91868400574,7.56369018555,6.90923595428,7.81411075592
7.70687437057,7.80769920349,7.63291835785,7.86676359177
5.73696374893,6.55183315277,5.55037021637,6.89972352982
3.81387758255,3.56342935562,3.90928506851,3.76875472069
7.29809379578,7.78342676163,7.28549051285,7.84489297867
5.29785919189,4.68792247772,5.14440059662,4.56673049927
6.64149570465,7.74669504166,6.57685899734,7.81124591827
5.93352651596,6.16552066803,5.79515361786,5.80487251282
7.10505533218,6.03094863892,7.04563570023,6.56980514526
7.19710254669,7.5709233284,7.21077632904,7.67180919647
3.99509716034,2.83397674561,4.50992155075,2.37848901749
7.12111091614,7.6653046608,7.29805088043,7.77177286148
7.17043972015,7.18629741669,7.10070323944,7.80394792557
7.67698097229,7.80284738541,7.66480875015,7.80419254303
7.5603017807,7.81354808807,7.389128685,7.86461496353
6.05269098282,6.49146366119,6.08917379379,6.85670089722
5.74139451981,6.28883838654,5.81862258911,7.08665704727
7.29980373383,7.83840227127,7.21801137924,7.85314369202
7.48484611511,7.77007007599,7.21799325943,7.81112146378
4.19196891785,4.94667673111,4.29034566879,5.07366657257
6.47159671783,7.74539089203,6.28569602966,7.80908298492
5.85615730286,7.10808706284,5.92728376389,6.73521280289
2.83341097832,2.76612710953,2.77237963676,2.46165037155
4.49494552612,5.61279201508,4.44411087036,5.20751237869
7.69248247147,7.8098320961,7.78970956802,7.82872247696
2.93741846085,3.26085281372,2.67020916939,2.78530073166
2.78636407852,3.08960866928,3.05752110481,3.61168599129
7.39314842224,7.84169769287,7.45605659485,7.86780357361
6.39930295944,7.53220129013,6.52751159668,7.71742153168
4.87673997879,4.53686189651,4.97437238693,4.97969865799
7.51300907135,7.8270740509,7.67950105667,7.8942861557
2.6484105587,2.28454589844,2.93850564957,2.14134502411
4.24046802521,4.12180995941,4.27020263672,4.144510746
7.10595941544,7.52781391144,7.22786426544,7.61759757996
7.52805900574,7.7130279541,7.53906726837,7.76792430878
4.55108261108,5.83928918839,4.65431833267,5.79836797714
2.83812117577,2.6948056221,2.81786990166,2.16709136963
7.7845621109,7.84289360046,7.87218761444,7.91778850555
5.63593864441,5.69823408127,5.74482584,5.03570842743
7.02211093903,7.75066757202,7.38363599777,7.7392373085
5.48963880539,6.57797574997,5.84574842453,6.21991586685
7.11832237244,7.75687932968,6.93288040161,7.73212623596
4.99266815186,5.17957687378,5.33108377457,4.78340911865
7.00560188293,7.45002603531,6.77841567993,7.86920833588
6.89890003204,7.76551008224,6.81706809998,7.75896263123
5.74595737457,5.49437999725,6.05415201187,5.5207285881
4.78045749664,6.63572883606,4.96635770798,5.84750080109
5.05408143997,5.3934211731,5.15705633163,5.69762372971
6.66434049606,7.40870952606,6.73128986359,7.62832260132
7.72253036499,7.82836532593,7.65103578568,7.84471511841
4.05756187439,3.58940124512,4.12760925293,3.04239034653
4.82567977905,5.02086496353,4.93370866776,4.38118886948
4.78658914566,4.46437168121,4.85922050476,3.78409528732
5.2921628952,5.91981601715,5.22774457932,5.83379936218
5.5250825882,4.78082561493,5.40242624283,5.30358219147
4.82306146622,4.25875520706,4.67935419083,4.62243318558
5.14239120483,5.2419052124,5.24035787582,5.25143289566
6.04708862305,6.64454030991,6.15095996857,6.96463823318
6.04634284973,6.45311260223,5.8779296875,6.51290464401
6.7830915451,7.59362220764,6.90595149994,7.73586273193
6.8504242897,7.37498426437,6.85635614395,7.67606830597
7.12300014496,7.79347610474,7.47696447372,7.75682735443
3.76672339439,4.30058097839,4.01445770264,3.4875228405
6.31905555725,7.85634231567,6.08214950562,7.86545276642
3.59457850456,2.83934688568,3.34411358833,1.98942041397
6.2233300209,6.58360719681,6.20962905884,6.88497447968
7.82757616043,7.87603569031,8.00815010071,7.9566116333
5.27487707138,5.34042024612,5.05965328217,5.45569229126
3.98281574249,4.46890687943,3.51554560661,5.05394649506
6.37973070145,6.19739723206,6.18887615204,6.36149358749
5.27235841751,4.47131729126,4.97729110718,3.43518781662
7.22558498383,7.53064632416,7.1666302681,7.68778419495
4.67757129669,5.12503242493,4.77937364578,4.87085914612
3.81157326698,3.60912227631,3.20344567299,3.79814243317
3.81475305557,4.42665576935,3.94280362129,4.40767288208
5.78704214096,5.98211479187,5.67013835907,6.17329502106
1.92289280891,3.27961349487,2.53411865234,2.73448705673
7.13791847229,7.7656917572,7.19548082352,7.86079883575
6.88227128983,7.49974107742,6.96537208557,7.34688186646
4.80024051666,4.95042705536,4.84416532516,5.85853004456
1.2264585495,1.45248365402,1.24223589897,1.31246137619
5.35938644409,6.28664207458,5.55808210373,6.8755030632
5.46049261093,5.97368144989,5.29641151428,6.18759536743
3.5240688324,3.76481604576,3.59158778191,3.55044913292
7.42870664597,7.79525470734,7.54223299026,7.91567373276
2.91763353348,3.36077308655,3.36232066154,2.19234371185
5.73955059052,6.93958473206,5.88006973267,6.8159866333
4.74694108963,5.07262277603,4.79258108139,5.34861278534
5.26477193832,6.30821418762,5.48810195923,6.20076465607
4.46563911438,3.60905885696,4.26656150818,3.31687521935
5.45994949341,5.0902223587,5.46716737747,5.77561330795
7.43446445465,7.81948757172,7.33554124832,7.88759183884
5.36042070389,4.67791366577,5.16414403915,5.42160797119
6.54825592041,6.59079027176,6.67024803162,5.90814161301
2.59826469421,2.35455703735,2.87767457962,1.93665504456
6.17831850052,7.61408901215,6.40053224564,7.21670198441
7.88033866882,7.83231592178,7.94033336639,7.93238449097
6.73779439926,7.76002883911,6.70336389542,7.76787662506
3.41146874428,2.63289737701,3.19604063034,1.70767879486
5.36572647095,6.32203722,5.24244356155,6.41054344177
6.63122367859,7.76602935791,6.71486377716,7.84054088593
7.09823894501,7.71455001831,6.97099208832,7.67041397095
4.20822525024,3.96273326874,4.43465280533,2.51398468018
5.17758893967,6.32527923584,5.18918323517,6.51704740524
6.88427305222,7.05177164078,6.92107057571,7.79203510284
7.40907001495,7.7694978714,7.4820432663,7.82467508316
6.85339832306,7.18788862228,6.34189414978,7.34213733673
7.66951656342,7.7738070488,7.62891340256,7.86486387253
5.29263496399,6.11751747131,5.21886062622,5.7702703476
4.73164081573,5.7194237709,4.89051628113,5.97863388062
6.97413778305,7.08073949814,7.02403783798,7.48349523544
6.54044055939,4.3451833725,6.63756418228,4.88699054718
5.65392160416,6.62498140335,5.751039505,6.91695404053
6.97793388367,7.64384078979,7.06784057617,7.75902843475
7.01001501083,7.84098625183,7.22778654099,7.98904323578
5.79725694656,6.45281934738,5.23431158066,5.92527246475
4.12529659271,4.53117656708,4.37491893768,5.09819602966
7.10556793213,6.98773813248,7.19982385635,6.82078409195
7.600522995,7.83460998535,7.66872787476,7.85419654846
7.104845047,7.81632709503,6.84106492996,7.89171266556
7.56160926819,7.8533654213,7.64360332489,7.90842437744
7.29049730301,7.64277362823,7.212931633,7.72930717468
4.93164539337,5.6650185585,4.85671234131,5.80224847794
6.13941669464,5.8755273819,5.97961902618,6.03609895706
7.23204374313,7.78684329987,7.33549499512,7.86194944382
4.39606332779,5.33786487579,4.09980964661,4.21060848236
5.44153547287,6.8075709343,5.28356742859,5.69425058365
7.25618505478,7.79486465454,7.24337768555,7.73787498474
3.5344350338,3.67359304428,3.85201525688,3.98130273819
6.75196695328,6.97547197342,6.80505418777,6.8292632103
5.54323196411,5.90505027771,5.67585802078,5.98215436935
3.00985121727,3.82492542267,3.14009976387,3.51684856415
7.0246515274,6.99918317795,6.97035837173,7.59957408905
7.29684638977,7.34200143814,7.22374677658,7.22448015213
4.97638177872,6.8413438797,5.36588287354,6.52793073654
7.79775190353,7.82877635956,7.70281982422,7.91937732697
6.32612037659,7.17119455338,6.4551525116,7.23482131958
7.27539682388,7.48838853836,6.99388408661,7.76944541931
6.54917144775,7.71915721893,6.67636156082,7.48726701736
3.75648093224,4.86681509018,3.8849105835,4.01699733734
2.50715255737,2.39477539062,2.24329400063,1.74276924133
5.28787755966,5.38000297546,5.22327566147,5.85337495804
6.53625822067,5.36072731018,6.53141021729,5.64891910553
5.89975738525,6.4464969635,5.96720409393,6.37389659882
8.04483795166,7.83076000214,7.99659967422,7.97839450836
5.12809419632,5.00433826447,5.38075399399,5.77001094818
7.8624382019,7.79986333847,7.86698532104,7.81611919403
5.7279958725,6.0162062645,5.68907737732,6.59395217896
4.72772836685,4.88626909256,5.00785779953,5.25677251816
4.19988393784,4.81275224686,4.30461788177,4.02318239212
